"locality","month","year","variable","value"
"Elem",5,1989,"ppt",327.6
"Elem",6,1989,"tmin",19.8
"Elem",6,1989,"tmax",31.1
"Elem",6,1989,"tavg",25.45
"Elem",6,1989,"ppt",126.5
"Elem",7,1989,"tmin",19.6
"Elem",7,1989,"tmax",30.6
"Elem",7,1989,"tavg",25.1
"Elem",7,1989,"ppt",98.1
"Elem",8,1989,"tmin",19.8
"Elem",8,1989,"tmax",30.9
"Elem",8,1989,"tavg",25.35
"Elem",8,1989,"ppt",113.8
"Elem",9,1989,"tmin",20
"Elem",9,1989,"tmax",31.2
"Elem",9,1989,"tavg",25.6
"Elem",9,1989,"ppt",143.5
"Elem",10,1989,"tmin",20.3
"Elem",10,1989,"tmax",31.4
"Elem",10,1989,"tavg",25.85
"Elem",10,1989,"ppt",247.5
"Elem",11,1989,"tmin",20.3
"Elem",11,1989,"tmax",31.8
"Elem",11,1989,"tavg",26.05
"Elem",11,1989,"ppt",366.6
"Elem",12,1989,"tmin",20.5
"Elem",12,1989,"tmax",30.8
"Elem",12,1989,"tavg",25.65
"Elem",12,1989,"ppt",372.5
"Morox",1,1989,"tmin",22.1
"Morox",1,1989,"tmax",32.1
"Morox",1,1989,"tavg",27.1
"Morox",1,1989,"ppt",224.7
"Morox",2,1989,"tmin",22.1
"Morox",2,1989,"tmax",32
"Morox",2,1989,"tavg",27.05
"Morox",2,1989,"ppt",168.6
"Morox",3,1989,"tmin",21.5
"Morox",3,1989,"tmax",31.5
"Morox",3,1989,"tavg",26.5
"Morox",3,1989,"ppt",264.5
"Morox",4,1989,"tmin",21.6
"Morox",4,1989,"tmax",31.5
"Morox",4,1989,"tavg",26.55
"Morox",4,1989,"ppt",276
"Morox",5,1989,"tmin",21.8
"Morox",5,1989,"tmax",32.1
"Morox",5,1989,"tavg",26.95
"Morox",5,1989,"ppt",205.9
"Morox",6,1989,"tmin",21.3
"Morox",6,1989,"tmax",31.9
"Morox",6,1989,"tavg",26.6
"Morox",6,1989,"ppt",110.8
"Morox",7,1989,"tmin",21.1
"Morox",7,1989,"tmax",31.7
"Morox",7,1989,"tavg",26.4
"Morox",7,1989,"ppt",83
"Morox",8,1989,"tmin",21.1
"Morox",8,1989,"tmax",31.9
"Morox",8,1989,"tavg",26.5
"Morox",8,1989,"ppt",105.6
"Morox",9,1989,"tmin",21.2
"Morox",9,1989,"tmax",32.1
"Morox",9,1989,"tavg",26.65
"Morox",9,1989,"ppt",103.5
"Morox",10,1989,"tmin",21.9
"Morox",10,1989,"tmax",32.1
"Morox",10,1989,"tavg",27
"Morox",10,1989,"ppt",221.7
"Morox",11,1989,"tmin",22.2
"Morox",11,1989,"tmax",32.2
"Morox",11,1989,"tavg",27.2
"Morox",11,1989,"ppt",237
"Morox",12,1989,"tmin",22.3
"Morox",12,1989,"tmax",31.8
"Morox",12,1989,"tavg",27.05
"Morox",12,1989,"ppt",218.1
"Niksek",1,1989,"tmin",21.2
"Niksek",1,1989,"tmax",31.9
"Niksek",1,1989,"tavg",26.55
"Niksek",1,1989,"ppt",319.6
"Niksek",2,1989,"tmin",21.1
"Niksek",2,1989,"tmax",31.7
"Niksek",2,1989,"tavg",26.4
"Niksek",2,1989,"ppt",263.8
"Niksek",3,1989,"tmin",20.8
"Niksek",3,1989,"tmax",31.3
"Niksek",3,1989,"tavg",26.05
"Niksek",3,1989,"ppt",267.4
"Niksek",4,1989,"tmin",21.3
"Niksek",4,1989,"tmax",31.4
"Niksek",4,1989,"tavg",26.35
"Niksek",4,1989,"ppt",461.7
"Niksek",5,1989,"tmin",21.5
"Niksek",5,1989,"tmax",30.8
"Niksek",5,1989,"tavg",26.15
"Niksek",5,1989,"ppt",388.6
"Niksek",6,1989,"tmin",21.1
"Niksek",6,1989,"tmax",30.8
"Niksek",6,1989,"tavg",25.95
"Niksek",6,1989,"ppt",134.4
"Niksek",7,1989,"tmin",20.9
"Niksek",7,1989,"tmax",30.2
"Niksek",7,1989,"tavg",25.55
"Niksek",7,1989,"ppt",146.7
"Niksek",8,1989,"tmin",20.6
"Niksek",8,1989,"tmax",30.7
"Niksek",8,1989,"tavg",25.65
"Niksek",8,1989,"ppt",176
"Niksek",9,1989,"tmin",21
"Niksek",9,1989,"tmax",31
"Niksek",9,1989,"tavg",26
"Niksek",9,1989,"ppt",200
"Niksek",10,1989,"tmin",21.4
"Niksek",10,1989,"tmax",31.2
"Niksek",10,1989,"tavg",26.3
"Niksek",10,1989,"ppt",254.6
"Niksek",11,1989,"tmin",21.5
"Niksek",11,1989,"tmax",32.2
"Niksek",11,1989,"tavg",26.85
"Niksek",11,1989,"ppt",278.6
"Niksek",12,1989,"tmin",21.3
"Niksek",12,1989,"tmax",30.8
"Niksek",12,1989,"tavg",26.05
"Niksek",12,1989,"ppt",272.5
"Ohu",1,1989,"tmin",22.2
"Ohu",1,1989,"tmax",30.5
"Ohu",1,1989,"tavg",26.35
"Ohu",1,1989,"ppt",379.2
"Ohu",2,1989,"tmin",22.1
"Ohu",2,1989,"tmax",30.3
"Ohu",2,1989,"tavg",26.2
"Ohu",2,1989,"ppt",344.3
"Ohu",3,1989,"tmin",21.7
"Ohu",3,1989,"tmax",29.8
"Ohu",3,1989,"tavg",25.75
"Ohu",3,1989,"ppt",252.4
"Ohu",4,1989,"tmin",21.8
"Ohu",4,1989,"tmax",29.7
"Ohu",4,1989,"tavg",25.75
"Ohu",4,1989,"ppt",358.1
"Ohu",5,1989,"tmin",21.6
"Ohu",5,1989,"tmax",29.4
"Ohu",5,1989,"tavg",25.5
"Ohu",5,1989,"ppt",343.9
"Ohu",6,1989,"tmin",21.2
"Ohu",6,1989,"tmax",29.3
"Ohu",6,1989,"tavg",25.25
"Ohu",6,1989,"ppt",118.1
"Ohu",7,1989,"tmin",21.1
"Ohu",7,1989,"tmax",29.2
"Ohu",7,1989,"tavg",25.15
"Ohu",7,1989,"ppt",78.9
"Ohu",8,1989,"tmin",21.3
"Ohu",8,1989,"tmax",29.1
"Ohu",8,1989,"tavg",25.2
"Ohu",8,1989,"ppt",103.9
"Ohu",9,1989,"tmin",21.4
"Ohu",9,1989,"tmax",29.7
"Ohu",9,1989,"tavg",25.55
"Ohu",9,1989,"ppt",154.9
"Ohu",10,1989,"tmin",21.7
"Ohu",10,1989,"tmax",30
"Ohu",10,1989,"tavg",25.85
"Ohu",10,1989,"ppt",255.2
"Ohu",11,1989,"tmin",21.8
"Ohu",11,1989,"tmax",30.8
"Ohu",11,1989,"tavg",26.3
"Ohu",11,1989,"ppt",260.8
"Ohu",12,1989,"tmin",22
"Ohu",12,1989,"tmax",29.7
"Ohu",12,1989,"tavg",25.85
"Ohu",12,1989,"ppt",299.1
"Utai",1,1989,"tmin",22.1
"Utai",1,1989,"tmax",30.3
"Utai",1,1989,"tavg",26.2
"Utai",1,1989,"ppt",256
"Utai",2,1989,"tmin",22.1
"Utai",2,1989,"tmax",30.6
"Utai",2,1989,"tavg",26.35
"Utai",2,1989,"ppt",214.8
"Utai",3,1989,"tmin",21.6
"Utai",3,1989,"tmax",29.7
"Utai",3,1989,"tavg",25.65
"Utai",3,1989,"ppt",278.8
"Utai",4,1989,"tmin",21.9
"Utai",4,1989,"tmax",29.7
"Utai",4,1989,"tavg",25.8
"Utai",4,1989,"ppt",256.3
"Utai",5,1989,"tmin",21.8
"Utai",5,1989,"tmax",29.8
"Utai",5,1989,"tavg",25.8
"Utai",5,1989,"ppt",289.6
"Utai",6,1989,"tmin",21.3
"Utai",6,1989,"tmax",29.4
"Utai",6,1989,"tavg",25.35
"Utai",6,1989,"ppt",134.1
"Utai",7,1989,"tmin",21.4
"Utai",7,1989,"tmax",29.1
"Utai",7,1989,"tavg",25.25
"Utai",7,1989,"ppt",116.9
"Utai",8,1989,"tmin",21.3
"Utai",8,1989,"tmax",28.5
"Utai",8,1989,"tavg",24.9
"Utai",8,1989,"ppt",166.3
"Utai",9,1989,"tmin",21.4
"Utai",9,1989,"tmax",29.5
"Utai",9,1989,"tavg",25.45
"Utai",9,1989,"ppt",148.8
"Utai",10,1989,"tmin",21.8
"Utai",10,1989,"tmax",29.9
"Utai",10,1989,"tavg",25.85
"Utai",10,1989,"ppt",242.4
"Utai",11,1989,"tmin",22
"Utai",11,1989,"tmax",30.3
"Utai",11,1989,"tavg",26.15
"Utai",11,1989,"ppt",204.4
"Utai",12,1989,"tmin",21.9
"Utai",12,1989,"tmax",29.6
"Utai",12,1989,"tavg",25.75
"Utai",12,1989,"ppt",275.7
"Wamangu",1,1989,"tmin",22.1
"Wamangu",1,1989,"tmax",31.7
"Wamangu",1,1989,"tavg",26.9
"Wamangu",1,1989,"ppt",175.2
"Wamangu",2,1989,"tmin",22
"Wamangu",2,1989,"tmax",31.5
"Wamangu",2,1989,"tavg",26.75
"Wamangu",2,1989,"ppt",133.5
"Wamangu",3,1989,"tmin",21.3
"Wamangu",3,1989,"tmax",30.9
"Wamangu",3,1989,"tavg",26.1
"Wamangu",3,1989,"ppt",219.4
"Wamangu",4,1989,"tmin",21.7
"Wamangu",4,1989,"tmax",31.1
"Wamangu",4,1989,"tavg",26.4
"Wamangu",4,1989,"ppt",246.1
"Wamangu",5,1989,"tmin",21.7
"Wamangu",5,1989,"tmax",31.7
"Wamangu",5,1989,"tavg",26.7
"Wamangu",5,1989,"ppt",222.4
"Wamangu",6,1989,"tmin",21.2
"Wamangu",6,1989,"tmax",31.4
"Wamangu",6,1989,"tavg",26.3
"Wamangu",6,1989,"ppt",98.5
"Wamangu",7,1989,"tmin",21.1
"Wamangu",7,1989,"tmax",31.2
"Wamangu",7,1989,"tavg",26.15
"Wamangu",7,1989,"ppt",95.3
"Wamangu",8,1989,"tmin",20.9
"Wamangu",8,1989,"tmax",31.5
"Wamangu",8,1989,"tavg",26.2
"Wamangu",8,1989,"ppt",134
"Wamangu",9,1989,"tmin",21
"Wamangu",9,1989,"tmax",31.8
"Wamangu",9,1989,"tavg",26.4
"Wamangu",9,1989,"ppt",120.3
"Wamangu",10,1989,"tmin",21.9
"Wamangu",10,1989,"tmax",31.5
"Wamangu",10,1989,"tavg",26.7
"Wamangu",10,1989,"ppt",235.6
"Wamangu",11,1989,"tmin",22
"Wamangu",11,1989,"tmax",32.1
"Wamangu",11,1989,"tavg",27.05
"Wamangu",11,1989,"ppt",195.1
"Wamangu",12,1989,"tmin",22.1
"Wamangu",12,1989,"tmax",31.4
"Wamangu",12,1989,"tavg",26.75
"Wamangu",12,1989,"ppt",168.9
"Wanang",1,1989,"tmin",21.2
"Wanang",1,1989,"tmax",30.5
"Wanang",1,1989,"tavg",25.85
"Wanang",1,1989,"ppt",362.9
"Wanang",2,1989,"tmin",21.2
"Wanang",2,1989,"tmax",30.3
"Wanang",2,1989,"tavg",25.75
"Wanang",2,1989,"ppt",304.1
"Wanang",3,1989,"tmin",20.4
"Wanang",3,1989,"tmax",30.5
"Wanang",3,1989,"tavg",25.45
"Wanang",3,1989,"ppt",263.2
"Wanang",4,1989,"tmin",20.8
"Wanang",4,1989,"tmax",29.5
"Wanang",4,1989,"tavg",25.15
"Wanang",4,1989,"ppt",379
"Wanang",5,1989,"tmin",20.9
"Wanang",5,1989,"tmax",29.3
"Wanang",5,1989,"tavg",25.1
"Wanang",5,1989,"ppt",330.2
"Wanang",6,1989,"tmin",20
"Wanang",6,1989,"tmax",29.9
"Wanang",6,1989,"tavg",24.95
"Wanang",6,1989,"ppt",124.7
"Wanang",7,1989,"tmin",19.8
"Wanang",7,1989,"tmax",29.6
"Wanang",7,1989,"tavg",24.7
"Wanang",7,1989,"ppt",95
"Wanang",8,1989,"tmin",20.3
"Wanang",8,1989,"tmax",29.4
"Wanang",8,1989,"tavg",24.85
"Wanang",8,1989,"ppt",141.2
"Wanang",9,1989,"tmin",20.2
"Wanang",9,1989,"tmax",29.8
"Wanang",9,1989,"tavg",25
"Wanang",9,1989,"ppt",145.4
"Wanang",10,1989,"tmin",20.8
"Wanang",10,1989,"tmax",30.1
"Wanang",10,1989,"tavg",25.45
"Wanang",10,1989,"ppt",243.2
"Wanang",11,1989,"tmin",20.9
"Wanang",11,1989,"tmax",30.9
"Wanang",11,1989,"tavg",25.9
"Wanang",11,1989,"ppt",268.9
"Wanang",12,1989,"tmin",21.1
"Wanang",12,1989,"tmax",29.9
"Wanang",12,1989,"tavg",25.5
"Wanang",12,1989,"ppt",350.6
"Yapsiei",1,1989,"tmin",22
"Yapsiei",1,1989,"tmax",31.4
"Yapsiei",1,1989,"tavg",26.7
"Yapsiei",1,1989,"ppt",379.5
"Yapsiei",2,1989,"tmin",21.9
"Yapsiei",2,1989,"tmax",31.7
"Yapsiei",2,1989,"tavg",26.8
"Yapsiei",2,1989,"ppt",295.4
"Yapsiei",3,1989,"tmin",21.4
"Yapsiei",3,1989,"tmax",30.9
"Yapsiei",3,1989,"tavg",26.15
"Yapsiei",3,1989,"ppt",351.2
"Yapsiei",4,1989,"tmin",21.9
"Yapsiei",4,1989,"tmax",30.8
"Yapsiei",4,1989,"tavg",26.35
"Yapsiei",4,1989,"ppt",396.3
"Yapsiei",5,1989,"tmin",22
"Yapsiei",5,1989,"tmax",30.4
"Yapsiei",5,1989,"tavg",26.2
"Yapsiei",5,1989,"ppt",429.3
"Yapsiei",6,1989,"tmin",21.3
"Yapsiei",6,1989,"tmax",30.4
"Yapsiei",6,1989,"tavg",25.85
"Yapsiei",6,1989,"ppt",178.3
"Yapsiei",7,1989,"tmin",21.2
"Yapsiei",7,1989,"tmax",29.9
"Yapsiei",7,1989,"tavg",25.55
"Yapsiei",7,1989,"ppt",168.8
"Yapsiei",8,1989,"tmin",21.2
"Yapsiei",8,1989,"tmax",29.5
"Yapsiei",8,1989,"tavg",25.35
"Yapsiei",8,1989,"ppt",281
"Yapsiei",9,1989,"tmin",21.1
"Yapsiei",9,1989,"tmax",30.4
"Yapsiei",9,1989,"tavg",25.75
"Yapsiei",9,1989,"ppt",277.3
"Yapsiei",10,1989,"tmin",21.6
"Yapsiei",10,1989,"tmax",31
"Yapsiei",10,1989,"tavg",26.3
"Yapsiei",10,1989,"ppt",305.2
"Yapsiei",11,1989,"tmin",21.7
"Yapsiei",11,1989,"tmax",31.6
"Yapsiei",11,1989,"tavg",26.65
"Yapsiei",11,1989,"ppt",251.4
"Yapsiei",12,1989,"tmin",21.8
"Yapsiei",12,1989,"tmax",30.7
"Yapsiei",12,1989,"tavg",26.25
"Yapsiei",12,1989,"ppt",242.4
"Elem",1,1990,"tmin",20.7
"Elem",1,1990,"tmax",31
"Elem",1,1990,"tavg",25.85
"Elem",1,1990,"ppt",331
"Elem",2,1990,"tmin",20.5
"Elem",2,1990,"tmax",30.8
"Elem",2,1990,"tavg",25.65
"Elem",2,1990,"ppt",318.9
"Elem",3,1990,"tmin",20.6
"Elem",3,1990,"tmax",31.2
"Elem",3,1990,"tavg",25.9
"Elem",3,1990,"ppt",321.6
"Elem",4,1990,"tmin",20.6
"Elem",4,1990,"tmax",30.7
"Elem",4,1990,"tavg",25.65
"Elem",4,1990,"ppt",371
"Elem",5,1990,"tmin",20.8
"Elem",5,1990,"tmax",31.3
"Elem",5,1990,"tavg",26.05
"Elem",5,1990,"ppt",241.2
"Elem",6,1990,"tmin",20.3
"Elem",6,1990,"tmax",30.8
"Elem",6,1990,"tavg",25.55
"Elem",6,1990,"ppt",155
"Elem",7,1990,"tmin",19.9
"Elem",7,1990,"tmax",30
"Elem",7,1990,"tavg",24.95
"Elem",7,1990,"ppt",134.1
"Elem",8,1990,"tmin",20.7
"Elem",8,1990,"tmax",31
"Elem",8,1990,"tavg",25.85
"Elem",8,1990,"ppt",154.8
"Elem",9,1990,"tmin",20.3
"Elem",9,1990,"tmax",30.6
"Elem",9,1990,"tavg",25.45
"Elem",9,1990,"ppt",200.5
"Elem",10,1990,"tmin",20.3
"Elem",10,1990,"tmax",31.1
"Elem",10,1990,"tavg",25.7
"Elem",10,1990,"ppt",232.6
"Elem",11,1990,"tmin",20.5
"Elem",11,1990,"tmax",31.4
"Elem",11,1990,"tavg",25.95
"Elem",11,1990,"ppt",310.9
"Elem",12,1990,"tmin",20.9
"Elem",12,1990,"tmax",31.1
"Elem",12,1990,"tavg",26
"Elem",12,1990,"ppt",373.2
"Morox",1,1990,"tmin",22.4
"Morox",1,1990,"tmax",31.7
"Morox",1,1990,"tavg",27.05
"Morox",1,1990,"ppt",223
"Morox",2,1990,"tmin",22
"Morox",2,1990,"tmax",31.6
"Morox",2,1990,"tavg",26.8
"Morox",2,1990,"ppt",211.2
"Morox",3,1990,"tmin",22.3
"Morox",3,1990,"tmax",31.8
"Morox",3,1990,"tavg",27.05
"Morox",3,1990,"ppt",177.9
"Morox",4,1990,"tmin",22
"Morox",4,1990,"tmax",31.6
"Morox",4,1990,"tavg",26.8
"Morox",4,1990,"ppt",213.3
"Morox",5,1990,"tmin",22.1
"Morox",5,1990,"tmax",32.3
"Morox",5,1990,"tavg",27.2
"Morox",5,1990,"ppt",178.8
"Morox",6,1990,"tmin",21.8
"Morox",6,1990,"tmax",31.7
"Morox",6,1990,"tavg",26.75
"Morox",6,1990,"ppt",104.9
"Morox",7,1990,"tmin",21.1
"Morox",7,1990,"tmax",31.4
"Morox",7,1990,"tavg",26.25
"Morox",7,1990,"ppt",115.1
"Morox",8,1990,"tmin",21.4
"Morox",8,1990,"tmax",32.4
"Morox",8,1990,"tavg",26.9
"Morox",8,1990,"ppt",93
"Morox",9,1990,"tmin",21.4
"Morox",9,1990,"tmax",31.7
"Morox",9,1990,"tavg",26.55
"Morox",9,1990,"ppt",130.6
"Morox",10,1990,"tmin",22
"Morox",10,1990,"tmax",31.9
"Morox",10,1990,"tavg",26.95
"Morox",10,1990,"ppt",210
"Morox",11,1990,"tmin",22.2
"Morox",11,1990,"tmax",32.2
"Morox",11,1990,"tavg",27.2
"Morox",11,1990,"ppt",253.6
"Morox",12,1990,"tmin",22.5
"Morox",12,1990,"tmax",32
"Morox",12,1990,"tavg",27.25
"Morox",12,1990,"ppt",247.9
"Niksek",1,1990,"tmin",21.3
"Niksek",1,1990,"tmax",31.1
"Niksek",1,1990,"tavg",26.2
"Niksek",1,1990,"ppt",299.5
"Niksek",2,1990,"tmin",21
"Niksek",2,1990,"tmax",31.1
"Niksek",2,1990,"tavg",26.05
"Niksek",2,1990,"ppt",358.2
"Niksek",3,1990,"tmin",21.4
"Niksek",3,1990,"tmax",31.5
"Niksek",3,1990,"tavg",26.45
"Niksek",3,1990,"ppt",303.4
"Niksek",4,1990,"tmin",21.6
"Niksek",4,1990,"tmax",30.6
"Niksek",4,1990,"tavg",26.1
"Niksek",4,1990,"ppt",334.6
"Niksek",5,1990,"tmin",21.7
"Niksek",5,1990,"tmax",30.9
"Niksek",5,1990,"tavg",26.3
"Niksek",5,1990,"ppt",271.7
"Niksek",6,1990,"tmin",21.4
"Niksek",6,1990,"tmax",30.5
"Niksek",6,1990,"tavg",25.95
"Niksek",6,1990,"ppt",163
"Niksek",7,1990,"tmin",21
"Niksek",7,1990,"tmax",29.7
"Niksek",7,1990,"tavg",25.35
"Niksek",7,1990,"ppt",234.7
"Niksek",8,1990,"tmin",21.2
"Niksek",8,1990,"tmax",31.2
"Niksek",8,1990,"tavg",26.2
"Niksek",8,1990,"ppt",202.3
"Niksek",9,1990,"tmin",21.2
"Niksek",9,1990,"tmax",30.4
"Niksek",9,1990,"tavg",25.8
"Niksek",9,1990,"ppt",267
"Niksek",10,1990,"tmin",21.3
"Niksek",10,1990,"tmax",30.6
"Niksek",10,1990,"tavg",25.95
"Niksek",10,1990,"ppt",229.3
"Niksek",11,1990,"tmin",21.6
"Niksek",11,1990,"tmax",31.7
"Niksek",11,1990,"tavg",26.65
"Niksek",11,1990,"ppt",265.2
"Niksek",12,1990,"tmin",21.6
"Niksek",12,1990,"tmax",31.5
"Niksek",12,1990,"tavg",26.55
"Niksek",12,1990,"ppt",307
"Ohu",1,1990,"tmin",22.3
"Ohu",1,1990,"tmax",30.4
"Ohu",1,1990,"tavg",26.35
"Ohu",1,1990,"ppt",315.9
"Ohu",2,1990,"tmin",22.2
"Ohu",2,1990,"tmax",30.2
"Ohu",2,1990,"tavg",26.2
"Ohu",2,1990,"ppt",319.1
"Ohu",3,1990,"tmin",22.4
"Ohu",3,1990,"tmax",30.3
"Ohu",3,1990,"tavg",26.35
"Ohu",3,1990,"ppt",358.1
"Ohu",4,1990,"tmin",22.1
"Ohu",4,1990,"tmax",29.7
"Ohu",4,1990,"tavg",25.9
"Ohu",4,1990,"ppt",377.7
"Ohu",5,1990,"tmin",22
"Ohu",5,1990,"tmax",29.8
"Ohu",5,1990,"tavg",25.9
"Ohu",5,1990,"ppt",180.8
"Ohu",6,1990,"tmin",21.6
"Ohu",6,1990,"tmax",29
"Ohu",6,1990,"tavg",25.3
"Ohu",6,1990,"ppt",201.2
"Ohu",7,1990,"tmin",21.2
"Ohu",7,1990,"tmax",28.8
"Ohu",7,1990,"tavg",25
"Ohu",7,1990,"ppt",152.9
"Ohu",8,1990,"tmin",21.5
"Ohu",8,1990,"tmax",28.9
"Ohu",8,1990,"tavg",25.2
"Ohu",8,1990,"ppt",175.7
"Ohu",9,1990,"tmin",21.5
"Ohu",9,1990,"tmax",28.9
"Ohu",9,1990,"tavg",25.2
"Ohu",9,1990,"ppt",209.1
"Ohu",10,1990,"tmin",21.7
"Ohu",10,1990,"tmax",29.7
"Ohu",10,1990,"tavg",25.7
"Ohu",10,1990,"ppt",195.4
"Ohu",11,1990,"tmin",21.9
"Ohu",11,1990,"tmax",30.4
"Ohu",11,1990,"tavg",26.15
"Ohu",11,1990,"ppt",304.5
"Ohu",12,1990,"tmin",22.3
"Ohu",12,1990,"tmax",30
"Ohu",12,1990,"tavg",26.15
"Ohu",12,1990,"ppt",313.2
"Utai",1,1990,"tmin",22.3
"Utai",1,1990,"tmax",30
"Utai",1,1990,"tavg",26.15
"Utai",1,1990,"ppt",216.6
"Utai",2,1990,"tmin",22
"Utai",2,1990,"tmax",29.5
"Utai",2,1990,"tavg",25.75
"Utai",2,1990,"ppt",186.9
"Utai",3,1990,"tmin",22.4
"Utai",3,1990,"tmax",29.7
"Utai",3,1990,"tavg",26.05
"Utai",3,1990,"ppt",235
"Utai",4,1990,"tmin",22.1
"Utai",4,1990,"tmax",29.5
"Utai",4,1990,"tavg",25.8
"Utai",4,1990,"ppt",239
"Utai",5,1990,"tmin",22
"Utai",5,1990,"tmax",29.6
"Utai",5,1990,"tavg",25.8
"Utai",5,1990,"ppt",206.3
"Utai",6,1990,"tmin",21.7
"Utai",6,1990,"tmax",28.7
"Utai",6,1990,"tavg",25.2
"Utai",6,1990,"ppt",147.2
"Utai",7,1990,"tmin",21.4
"Utai",7,1990,"tmax",28.2
"Utai",7,1990,"tavg",24.8
"Utai",7,1990,"ppt",159.5
"Utai",8,1990,"tmin",21.8
"Utai",8,1990,"tmax",29.4
"Utai",8,1990,"tavg",25.6
"Utai",8,1990,"ppt",142.2
"Utai",9,1990,"tmin",21.5
"Utai",9,1990,"tmax",28.5
"Utai",9,1990,"tavg",25
"Utai",9,1990,"ppt",214.5
"Utai",10,1990,"tmin",21.7
"Utai",10,1990,"tmax",29.3
"Utai",10,1990,"tavg",25.5
"Utai",10,1990,"ppt",226.1
"Utai",11,1990,"tmin",22.1
"Utai",11,1990,"tmax",30.5
"Utai",11,1990,"tavg",26.3
"Utai",11,1990,"ppt",187.6
"Utai",12,1990,"tmin",22.2
"Utai",12,1990,"tmax",30.4
"Utai",12,1990,"tavg",26.3
"Utai",12,1990,"ppt",180.5
"Wamangu",1,1990,"tmin",22.4
"Wamangu",1,1990,"tmax",31.5
"Wamangu",1,1990,"tavg",26.95
"Wamangu",1,1990,"ppt",177.9
"Wamangu",2,1990,"tmin",22
"Wamangu",2,1990,"tmax",31
"Wamangu",2,1990,"tavg",26.5
"Wamangu",2,1990,"ppt",143.1
"Wamangu",3,1990,"tmin",22.2
"Wamangu",3,1990,"tmax",31.5
"Wamangu",3,1990,"tavg",26.85
"Wamangu",3,1990,"ppt",155.3
"Wamangu",4,1990,"tmin",22.1
"Wamangu",4,1990,"tmax",31.4
"Wamangu",4,1990,"tavg",26.75
"Wamangu",4,1990,"ppt",181.2
"Wamangu",5,1990,"tmin",21.9
"Wamangu",5,1990,"tmax",31.9
"Wamangu",5,1990,"tavg",26.9
"Wamangu",5,1990,"ppt",170.9
"Wamangu",6,1990,"tmin",21.7
"Wamangu",6,1990,"tmax",31.1
"Wamangu",6,1990,"tavg",26.4
"Wamangu",6,1990,"ppt",117.3
"Wamangu",7,1990,"tmin",21.1
"Wamangu",7,1990,"tmax",30.9
"Wamangu",7,1990,"tavg",26
"Wamangu",7,1990,"ppt",126.1
"Wamangu",8,1990,"tmin",21.2
"Wamangu",8,1990,"tmax",32.3
"Wamangu",8,1990,"tavg",26.75
"Wamangu",8,1990,"ppt",103.1
"Wamangu",9,1990,"tmin",21.2
"Wamangu",9,1990,"tmax",31.3
"Wamangu",9,1990,"tavg",26.25
"Wamangu",9,1990,"ppt",146
"Wamangu",10,1990,"tmin",21.8
"Wamangu",10,1990,"tmax",31.4
"Wamangu",10,1990,"tavg",26.6
"Wamangu",10,1990,"ppt",224.6
"Wamangu",11,1990,"tmin",21.9
"Wamangu",11,1990,"tmax",31.8
"Wamangu",11,1990,"tavg",26.85
"Wamangu",11,1990,"ppt",232
"Wamangu",12,1990,"tmin",22.5
"Wamangu",12,1990,"tmax",31.5
"Wamangu",12,1990,"tavg",27
"Wamangu",12,1990,"ppt",174.7
"Wanang",1,1990,"tmin",21.3
"Wanang",1,1990,"tmax",29.8
"Wanang",1,1990,"tavg",25.55
"Wanang",1,1990,"ppt",327.7
"Wanang",2,1990,"tmin",21.2
"Wanang",2,1990,"tmax",30.5
"Wanang",2,1990,"tavg",25.85
"Wanang",2,1990,"ppt",272.9
"Wanang",3,1990,"tmin",21.5
"Wanang",3,1990,"tmax",30.2
"Wanang",3,1990,"tavg",25.85
"Wanang",3,1990,"ppt",346.3
"Wanang",4,1990,"tmin",21.4
"Wanang",4,1990,"tmax",29.7
"Wanang",4,1990,"tavg",25.55
"Wanang",4,1990,"ppt",320.4
"Wanang",5,1990,"tmin",21.2
"Wanang",5,1990,"tmax",30.2
"Wanang",5,1990,"tavg",25.7
"Wanang",5,1990,"ppt",263.9
"Wanang",6,1990,"tmin",20.7
"Wanang",6,1990,"tmax",29.3
"Wanang",6,1990,"tavg",25
"Wanang",6,1990,"ppt",215.6
"Wanang",7,1990,"tmin",20.2
"Wanang",7,1990,"tmax",28.8
"Wanang",7,1990,"tavg",24.5
"Wanang",7,1990,"ppt",166
"Wanang",8,1990,"tmin",20.8
"Wanang",8,1990,"tmax",28.7
"Wanang",8,1990,"tavg",24.75
"Wanang",8,1990,"ppt",193.8
"Wanang",9,1990,"tmin",20.6
"Wanang",9,1990,"tmax",28.5
"Wanang",9,1990,"tavg",24.55
"Wanang",9,1990,"ppt",204.7
"Wanang",10,1990,"tmin",21
"Wanang",10,1990,"tmax",29.5
"Wanang",10,1990,"tavg",25.25
"Wanang",10,1990,"ppt",228.6
"Wanang",11,1990,"tmin",21
"Wanang",11,1990,"tmax",30.3
"Wanang",11,1990,"tavg",25.65
"Wanang",11,1990,"ppt",309.5
"Wanang",12,1990,"tmin",21.4
"Wanang",12,1990,"tmax",29.7
"Wanang",12,1990,"tavg",25.55
"Wanang",12,1990,"ppt",391.4
"Yapsiei",1,1990,"tmin",22.2
"Yapsiei",1,1990,"tmax",30.6
"Yapsiei",1,1990,"tavg",26.4
"Yapsiei",1,1990,"ppt",419.6
"Yapsiei",2,1990,"tmin",21.7
"Yapsiei",2,1990,"tmax",30.8
"Yapsiei",2,1990,"tavg",26.25
